District,Total,Date,Vac
Kanniyakumari,143251.0,23-05-2021,7688.530028
Karur,73683.0,23-05-2021,6844.122357
Krishnagiri,169060.0,23-05-2021,8974.742147
Madurai,274058.0,23-05-2021,6866.835144
Nagapattinam,72491.0,23-05-2021,4491.195853
Namakkal,177449.0,23-05-2021,24140.38916
The Nilgiris,166863.0,23-05-2021,6752.246459
Perambalur,40785.0,23-05-2021,2369.596654
Pudukkottai,103831.0,23-05-2021,18393.08711
Ramanathapuram,87280.0,23-05-2021,4548.854057
Ranipet,57630.0,23-05-2021,4308.591764
Salem,406611.0,23-05-2021,33596.52377
Sivagangai,85300.0,23-05-2021,2451.14379
Tenkasi,76906.0,23-05-2021,5733.904939
Thanjavur,168701.0,23-05-2021,11984.78006
Theni,70616.0,23-05-2021,2602.052134
Thoothukudi,102743.0,23-05-2021,8261.182101
Tiruchirapalli,254138.0,23-05-2021,15261.22457
Tirunelveli,92175.0,23-05-2021,3836.179827
Tirupathur,80600.0,23-05-2021,4636.511319
Tiruppur,163361.0,23-05-2021,14693.22152
Tiruvallur,221313.0,23-05-2021,5940.1771
Tiruvannamalai,100203.0,23-05-2021,7901.85901
Tiruvarur,57412.0,23-05-2021,2325.346856
Vellore,190606.0,23-05-2021,11807.77108
Villupuram,129448.0,23-05-2021,6184.797633
Virudhunagar,226146.0,23-05-2021,11637.16115
Ariyalur,18009.0,24-03-2021,2393.28302
Chengalpattu,95728.0,24-03-2021,3744.869426
Chennai,566700.0,24-03-2021,7981.690141
Coimbatore,143417.0,24-03-2021,4129.986425
Cuddalore,57845.0,24-03-2021,2224.054935
Dharmapuri,43169.0,24-03-2021,2872.380065
Dindigul,54004.0,24-03-2021,2498.603893
Erode,54086.0,24-03-2021,2393.601014
Kallakurichi,25966.0,24-03-2021,1894.939797
Kancheepuram,29875.0,24-03-2021,2561.29753
Kanniyakumari,47974.0,24-03-2021,2574.847921
Karur,27203.0,24-03-2021,2526.779046
Krishnagiri,71237.0,24-03-2021,3781.697068
Madurai,98430.0,24-03-2021,2466.275691
Nagapattinam,26106.0,24-03-2021,1617.402973
Namakkal,64317.0,24-03-2021,8749.767029
The Nilgiris,57687.0,24-03-2021,2334.351183
Perambalur,17909.0,24-03-2021,1040.507699
Pudukkottai,33700.0,24-03-2021,5969.768525
Ramanathapuram,25652.0,24-03-2021,1336.929471
Ranipet,18908.0,24-03-2021,1413.618828
Salem,157098.0,24-03-2021,12980.33425
Sivagangai,30446.0,24-03-2021,874.8830462
Tenkasi,30275.0,24-03-2021,2257.22274
Thanjavur,63573.0,24-03-2021,4516.324282
Theni,21935.0,24-03-2021,808.2589435
Thoothukudi,30692.0,24-03-2021,2467.829449
Tiruchirapalli,89600.0,24-03-2021,5380.563794
Tirunelveli,31335.0,24-03-2021,1304.113858
Tirupathur,24333.0,24-03-2021,1399.754714
Tiruppur,51562.0,24-03-2021,4637.654567
Tiruvallur,71021.0,24-03-2021,1906.247341
Tiruvannamalai,37296.0,24-03-2021,2941.10689
Tiruvarur,17994.0,24-03-2021,728.8074153
Vellore,60017.0,24-03-2021,3717.967938
Villupuram,64125.0,24-03-2021,3063.779651
Virudhunagar,81224.0,24-03-2021,4179.674977
Ariyalur,37378.0,24-04-2021,4967.3015
Chengalpattu,215570.0,24-04-2021,8433.076029
Chennai,1320751.0,24-04-2021,18602.12676
Coimbatore,352934.0,24-04-2021,10163.45781
Cuddalore,125375.0,24-04-2021,4820.483836
Dharmapuri,78326.0,24-04-2021,5211.657462
Dindigul,120178.0,24-04-2021,5560.277362
Erode,117810.0,24-04-2021,5213.736188
Kallakurichi,50427.0,24-04-2021,3680.048107
Kancheepuram,60158.0,24-04-2021,5157.574453
Kanniyakumari,101543.0,24-04-2021,5449.989212
Karur,50214.0,24-04-2021,4664.179798
Krishnagiri,120665.0,24-04-2021,6405.638597
Madurai,201590.0,24-04-2021,5051.066915
Nagapattinam,51234.0,24-04-2021,3174.213742
Namakkal,127220.0,24-04-2021,17307.17169
The Nilgiris,117816.0,24-04-2021,4767.519875
Perambalur,30964.0,24-04-2021,1798.999407
Pudukkottai,73072.0,24-04-2021,12944.30047
Ramanathapuram,62283.0,24-04-2021,3246.061838
Ranipet,41644.0,24-04-2021,3113.430426
Salem,308238.0,24-04-2021,25468.38451
Sivagangai,59296.0,24-04-2021,1703.904129
Tenkasi,54203.0,24-04-2021,4041.230196
Thanjavur,125582.0,24-04-2021,8921.539584
Theni,52747.0,24-04-2021,1943.616799
Thoothukudi,67419.0,24-04-2021,5420.910778
Tiruchirapalli,191369.0,24-04-2021,11491.88742
Tirunelveli,63881.0,24-04-2021,2658.627649
Tirupathur,60977.0,24-04-2021,3507.69914
Tiruppur,118909.0,24-04-2021,10695.06355
Tiruvallur,159455.0,24-04-2021,4279.870317
Tiruvannamalai,75043.0,24-04-2021,5917.778966
Tiruvarur,39775.0,24-04-2021,1610.998941
Vellore,153184.0,24-04-2021,9489.531309
Villupuram,94601.0,24-04-2021,4519.869298
Virudhunagar,169989.0,24-04-2021,8747.39941
Ariyalur,56872.0,24-05-2021,7557.931695
Chengalpattu,305052.0,24-05-2021,11933.60258
Chennai,1858026.0,24-05-2021,26169.38028
Coimbatore,506187.0,24-05-2021,14576.69201
Cuddalore,172608.0,24-05-2021,6636.523023
Dharmapuri,108101.0,24-05-2021,7192.827201
Dindigul,168558.0,24-05-2021,7798.67556
Erode,169249.0,24-05-2021,7490.192989
Kallakurichi,70959.0,24-05-2021,5178.426907
Kancheepuram,87010.0,24-05-2021,7459.69868
Kanniyakumari,143684.0,24-05-2021,7711.76989
Karur,75963.0,24-05-2021,7055.902537
Krishnagiri,170667.0,24-05-2021,9060.051568
Madurai,276127.0,24-05-2021,6918.676294
Nagapattinam,72579.0,24-05-2021,4496.647913
Namakkal,179007.0,24-05-2021,24352.34147
The Nilgiris,169659.0,24-05-2021,6865.388864
Perambalur,41764.0,24-05-2021,2426.47627
Pudukkottai,105987.0,24-05-2021,18775.01058
Ramanathapuram,88990.0,24-05-2021,4637.975739
Ranipet,58201.0,24-05-2021,4351.281438
Salem,411723.0,24-05-2021,34018.90642
Sivagangai,86216.0,24-05-2021,2477.465569
Tenkasi,77546.0,24-05-2021,5781.621622
Thanjavur,170163.0,24-05-2021,12088.6428
Theni,70919.0,24-05-2021,2613.217051
Thoothukudi,104552.0,24-05-2021,8406.637056
Tiruchirapalli,255065.0,24-05-2021,15316.89179
Tirunelveli,92666.0,24-05-2021,3856.614481
Tirupathur,81208.0,24-05-2021,4671.486491
Tiruppur,164732.0,24-05-2021,14816.53373
Tiruvallur,223029.0,24-05-2021,5986.235596
Tiruvannamalai,103146.0,24-05-2021,8133.939598
Tiruvarur,57957.0,24-05-2021,2347.420883
Vellore,190995.0,24-05-2021,11831.86908
Villupuram,130122.0,24-05-2021,6217.000167
Virudhunagar,227833.0,24-05-2021,11723.97184
Ariyalur,37638.0,25-04-2021,5001.853867
Chengalpattu,216808.0,25-04-2021,8481.50646
Chennai,1324506.0,25-04-2021,18655.01408
Coimbatore,353296.0,25-04-2021,10173.88234
Cuddalore,125775.0,25-04-2021,4835.863246
Dharmapuri,78416.0,25-04-2021,5217.645885
Dindigul,120368.0,25-04-2021,5569.068094
Erode,118139.0,25-04-2021,5228.296235
Kallakurichi,50507.0,25-04-2021,3685.886326
Kancheepuram,60270.0,25-04-2021,5167.17664
Kanniyakumari,101646.0,25-04-2021,5455.517401
Karur,50214.0,25-04-2021,4664.179798
Krishnagiri,120696.0,25-04-2021,6407.284267
Madurai,202187.0,25-04-2021,5066.02543
Nagapattinam,51264.0,25-04-2021,3176.072398
Namakkal,127292.0,25-04-2021,17316.96666
The Nilgiris,118077.0,25-04-2021,4778.081451
Perambalur,31021.0,25-04-2021,1802.31109
Pudukkottai,73308.0,25-04-2021,12986.10656
Ramanathapuram,62421.0,25-04-2021,3253.254114
Ranipet,41801.0,25-04-2021,3125.168217
Salem,308402.0,25-04-2021,25481.93513
Sivagangai,59337.0,25-04-2021,1705.082287
Tenkasi,54262.0,25-04-2021,4045.629077
Thanjavur,126341.0,25-04-2021,8975.460118
Theni,52774.0,25-04-2021,1944.611693
Thoothukudi,67515.0,25-04-2021,5428.629781
Tiruchirapalli,191501.0,25-04-2021,11499.81414
Tirunelveli,63893.0,25-04-2021,2659.12707
Tirupathur,61019.0,25-04-2021,3510.115188
Tiruppur,118919.0,25-04-2021,10695.96299
Tiruvallur,159688.0,25-04-2021,4286.12418
Tiruvannamalai,75093.0,25-04-2021,5921.721891
Tiruvarur,39815.0,25-04-2021,1612.619053
Vellore,153306.0,25-04-2021,9497.089036
Villupuram,94631.0,25-04-2021,4521.302645
Virudhunagar,170227.0,25-04-2021,8759.646562
Ariyalur,59261.0,25-05-2021,7875.414795
Chengalpattu,308782.0,25-05-2021,12079.5198
Chennai,1882835.0,25-05-2021,26518.80282
Coimbatore,525080.0,25-05-2021,15120.75467
Cuddalore,174135.0,25-05-2021,6695.233921
Dharmapuri,112882.0,25-05-2021,7510.945505
Dindigul,174355.0,25-05-2021,8066.885448
Erode,180292.0,25-05-2021,7978.906076
Kallakurichi,74493.0,25-05-2021,5436.330213
Kancheepuram,94409.0,25-05-2021,8094.043129
Kanniyakumari,153720.0,25-05-2021,8250.419445
Karur,82611.0,25-05-2021,7673.408955
Krishnagiri,174937.0,25-05-2021,9286.729368
Madurai,279605.0,25-05-2021,7005.821543
Nagapattinam,75832.0,25-05-2021,4698.188244
Namakkal,185690.0,25-05-2021,25261.50535
The Nilgiris,176046.0,25-05-2021,7123.843993
Perambalur,43989.0,25-05-2021,2555.748124
Pudukkottai,110391.0,25-05-2021,19555.15482
Ramanathapuram,93340.0,25-05-2021,4864.688791
Ranipet,59507.0,25-05-2021,4448.921918
Salem,428483.0,25-05-2021,35403.71336
Sivagangai,89781.0,25-05-2021,2579.907862
Tenkasi,80084.0,25-05-2021,5970.848089
Thanjavur,175452.0,25-05-2021,12464.38154
Theni,72454.0,25-05-2021,2669.778596
Thoothukudi,110103.0,25-05-2021,8852.972298
Tiruchirapalli,262744.0,25-05-2021,15778.02292
Tirunelveli,96652.0,25-05-2021,4022.505588
Tirupathur,83696.0,25-05-2021,4814.608577
Tiruppur,173525.0,25-05-2021,15607.40485
Tiruvallur,229634.0,25-05-2021,6163.51786
Tiruvannamalai,108461.0,25-05-2021,8553.072564
Tiruvarur,62203.0,25-05-2021,2519.395779
Vellore,192347.0,25-05-2021,11915.62356
Villupuram,132868.0,25-05-2021,6348.199214
Virudhunagar,236987.0,25-05-2021,12195.02405
Ariyalur,19310.0,26-03-2021,2566.177751
Chengalpattu,103298.0,26-03-2021,4041.00704
Chennai,630666.0,26-03-2021,8882.619718
Coimbatore,157213.0,26-03-2021,4527.270518
Cuddalore,62285.0,26-03-2021,2394.766387
Dharmapuri,45483.0,26-03-2021,3026.349058
Dindigul,57424.0,26-03-2021,2656.837085
Erode,58676.0,26-03-2021,2596.733593
Kallakurichi,27538.0,26-03-2021,2009.660792
Kancheepuram,32071.0,26-03-2021,2749.568973
Kanniyakumari,51613.0,26-03-2021,2770.159373
Karur,29377.0,26-03-2021,2728.713305
Krishnagiri,73932.0,26-03-2021,3924.764205
Madurai,104328.0,26-03-2021,2614.056794
Nagapattinam,27447.0,26-03-2021,1700.484924
Namakkal,69773.0,26-03-2021,9492.008255
The Nilgiris,62676.0,26-03-2021,2536.23511
Perambalur,19107.0,26-03-2021,1110.111151
Pudukkottai,36701.0,26-03-2021,6501.37907
Ramanathapuram,28437.0,26-03-2021,1482.077942
Ranipet,20019.0,26-03-2021,1496.680523
Salem,168606.0,26-03-2021,13931.19096
Sivagangai,32590.0,26-03-2021,936.4921
Tenkasi,31620.0,26-03-2021,2357.50233
Thanjavur,67585.0,26-03-2021,4801.342969
Theni,23509.0,26-03-2021,866.2575566
Thoothukudi,32555.0,26-03-2021,2617.626342
Tiruchirapalli,97975.0,26-03-2021,5883.490377
Tirunelveli,33281.0,26-03-2021,1385.103345
Tirupathur,26398.0,26-03-2021,1518.543744
Tiruppur,56398.0,26-03-2021,5072.620191
Tiruvallur,76380.0,26-03-2021,2050.086199
Tiruvannamalai,39762.0,26-03-2021,3135.571969
Tiruvarur,19031.0,26-03-2021,770.8088207
Vellore,69561.0,26-03-2021,4309.205187
Villupuram,66578.0,26-03-2021,3180.979674
Virudhunagar,88806.0,26-03-2021,4569.834236
Ariyalur,38323.0,26-04-2021,5092.886066
Chengalpattu,222627.0,26-04-2021,8709.145136
Chennai,1361919.0,26-04-2021,19181.95775
Coimbatore,387961.0,26-04-2021,11172.13206
Cuddalore,128795.0,26-04-2021,4951.977792
Dharmapuri,79630.0,26-04-2021,5298.423049
Dindigul,123529.0,26-04-2021,5715.31813
Erode,122448.0,26-04-2021,5418.993029
Kallakurichi,51403.0,26-04-2021,3751.274374
Kancheepuram,61592.0,26-04-2021,5280.516735
Kanniyakumari,107297.0,26-04-2021,5758.816388
Karur,51555.0,26-04-2021,4788.739982
Krishnagiri,122430.0,26-04-2021,6499.335627
Madurai,206730.0,26-04-2021,5179.855466
Nagapattinam,52005.0,26-04-2021,3221.981216
Namakkal,128158.0,26-04-2021,17434.77841
The Nilgiris,123654.0,26-04-2021,5003.759274
Perambalur,31533.0,26-04-2021,1832.058142
Pudukkottai,74810.0,26-04-2021,13252.17755
Ramanathapuram,65292.0,26-04-2021,3402.884728
Ranipet,42553.0,26-04-2021,3181.389994
Salem,317252.0,26-04-2021,26213.17269
Sivagangai,60488.0,26-04-2021,1738.156924
Tenkasi,55374.0,26-04-2021,4128.536813
Thanjavur,129652.0,26-04-2021,9210.678681
Theni,53805.0,26-04-2021,1982.60189
Thoothukudi,71251.0,26-04-2021,5729.027631
Tiruchirapalli,195481.0,26-04-2021,11738.81686
Tirunelveli,65276.0,26-04-2021,2716.685374
Tirupathur,62459.0,26-04-2021,3592.951122
Tiruppur,122816.0,26-04-2021,11046.47189
Tiruvallur,162512.0,26-04-2021,4361.922078
Tiruvannamalai,76334.0,26-04-2021,6019.585299
Tiruvarur,40779.0,26-04-2021,1651.663754
Vellore,155016.0,26-04-2021,9603.021108
Villupuram,95075.0,26-04-2021,4542.516184
Virudhunagar,173831.0,26-04-2021,8945.103429
Ariyalur,61063.0,26-05-2021,8114.88928
Chengalpattu,316891.0,26-05-2021,12396.74303
Chennai,1911758.0,26-05-2021,26926.16901
Coimbatore,542442.0,26-05-2021,15620.72904
Cuddalore,177363.0,26-05-2021,6819.34576
Dharmapuri,118193.0,26-05-2021,7864.328964
Dindigul,179988.0,26-05-2021,8327.507545
Erode,191816.0,26-05-2021,8488.90604
Kallakurichi,78398.0,26-05-2021,5721.308257
Kancheepuram,104551.0,26-05-2021,8963.555415
Kanniyakumari,165327.0,26-05-2021,8873.387298
Karur,89699.0,26-05-2021,8331.785233
Krishnagiri,179852.0,26-05-2021,9547.647727
Madurai,285503.0,26-05-2021,7153.602647
Nagapattinam,80686.0,26-05-2021,4998.918881
Namakkal,195766.0,26-05-2021,26632.25729
The Nilgiris,179805.0,26-05-2021,7275.954973
Perambalur,46244.0,26-05-2021,2686.762969
Pudukkottai,116417.0,26-05-2021,20622.62737
Ramanathapuram,96249.0,26-05-2021,5016.299887
Ranipet,61970.0,26-05-2021,4633.06319
Salem,443133.0,26-05-2021,36614.18006
Sivagangai,94312.0,26-05-2021,2710.108712
Tenkasi,84020.0,26-05-2021,6264.305685
Thanjavur,177789.0,26-05-2021,12630.40564
Theni,74312.0,26-05-2021,2738.242016
Thoothukudi,116571.0,26-05-2021,9373.040097
Tiruchirapalli,274388.0,26-05-2021,16477.25601
Tirunelveli,101627.0,26-05-2021,4229.557334
Tirupathur,86991.0,26-05-2021,5004.153302
Tiruppur,184336.0,26-05-2021,16579.78147
Tiruvallur,240162.0,26-05-2021,6446.095858
Tiruvannamalai,112199.0,26-05-2021,8847.845664
Tiruvarur,67985.0,26-05-2021,2753.582979
Vellore,196473.0,26-05-2021,12171.2234
Villupuram,135936.0,26-05-2021,6494.782855
Virudhunagar,246034.0,26-05-2021,12660.57019
Ariyalur,19741.0,27-03-2021,2623.454944
Chengalpattu,107697.0,27-03-2021,4213.095464
Chennai,662870.0,27-03-2021,9336.197183
Coimbatore,166924.0,27-03-2021,4806.918664
Cuddalore,64791.0,27-03-2021,2491.118391
Dharmapuri,46348.0,27-03-2021,3083.904451
Dindigul,58742.0,27-03-2021,2717.817011
Erode,60786.0,27-03-2021,2690.112621
Kallakurichi,28326.0,27-03-2021,2067.167245
Kancheepuram,32906.0,27-03-2021,2821.156703
Kanniyakumari,52912.0,27-03-2021,2839.878959
Karur,30456.0,27-03-2021,2828.937347
Krishnagiri,75817.0,27-03-2021,4024.831571
Madurai,109868.0,27-03-2021,2752.8678
Nagapattinam,27977.0,27-03-2021,1733.32119
Namakkal,71882.0,27-03-2021,9778.919315
The Nilgiris,65116.0,27-03-2021,2634.971686
Perambalur,19373.0,27-03-2021,1125.565673
Pudukkottai,37900.0,27-03-2021,6713.775285
Ramanathapuram,29325.0,27-03-2021,1528.358676
Ranipet,20631.0,27-03-2021,1542.43548
Salem,173875.0,27-03-2021,14366.54584
Sivagangai,33274.0,27-03-2021,956.1472272
Tenkasi,32079.0,27-03-2021,2391.724138
Thanjavur,69429.0,27-03-2021,4932.343582
Theni,24226.0,27-03-2021,892.6775093
Thoothukudi,33313.0,27-03-2021,2678.5743
Tiruchirapalli,101615.0,27-03-2021,6102.075781
Tirunelveli,33989.0,27-03-2021,1414.569201
Tirupathur,27352.0,27-03-2021,1573.422551
Tiruppur,58079.0,27-03-2021,5223.814818
Tiruvallur,79074.0,27-03-2021,2122.394816
Tiruvannamalai,40611.0,27-03-2021,3202.522841
Tiruvarur,19670.0,27-03-2021,796.690111
Vellore,74051.0,27-03-2021,4587.354312
Villupuram,68549.0,27-03-2021,3275.150585
Virudhunagar,94249.0,27-03-2021,4849.923507
Ariyalur,39293.0,27-04-2021,5221.792976
Chengalpattu,227969.0,27-04-2021,8918.123622
Chennai,1396797.0,27-04-2021,19673.19718
Coimbatore,398724.0,27-04-2021,11482.0747
Cuddalore,132829.0,27-04-2021,5107.079142
Dharmapuri,81892.0,27-04-2021,5448.932065
Dindigul,127507.0,27-04-2021,5899.368316
Erode,125689.0,27-04-2021,5562.424987
Kallakurichi,52362.0,27-04-2021,3821.260019
Kancheepuram,63085.0,27-04-2021,5408.517311
Kanniyakumari,110248.0,27-04-2021,5917.201684
Karur,52382.0,27-04-2021,4865.55674
Krishnagiri,123938.0,27-04-2021,6579.38952
Madurai,213287.0,27-04-2021,5344.148565
Nagapattinam,52902.0,27-04-2021,3277.555049
Namakkal,132901.0,27-04-2021,18080.0222
The Nilgiris,125910.0,27-04-2021,5095.050141
Perambalur,32004.0,27-04-2021,1859.423105
Pudukkottai,76214.0,27-04-2021,13500.88838
Ramanathapuram,66670.0,27-04-2021,3474.703253
Ranipet,42954.0,27-04-2021,3211.369957
Salem,323418.0,27-04-2021,26722.64283
Sivagangai,61640.0,27-04-2021,1771.260296
Tenkasi,56564.0,27-04-2021,4217.260019
Thanjavur,132375.0,27-04-2021,9404.124814
Theni,54803.0,27-04-2021,2019.376106
Thoothukudi,73721.0,27-04-2021,5927.631135
Tiruchirapalli,199534.0,27-04-2021,11982.2033
Tirunelveli,66768.0,27-04-2021,2778.780089
Tirupathur,63644.0,27-04-2021,3661.118193
Tiruppur,127520.0,27-04-2021,11469.565
Tiruvallur,165685.0,27-04-2021,4447.08735
Tiruvannamalai,77484.0,27-04-2021,6110.272582
Tiruvarur,41865.0,27-04-2021,1695.649797
Vellore,158051.0,27-04-2021,9791.035049
Villupuram,96648.0,27-04-2021,4617.671355
Virudhunagar,176467.0,27-04-2021,9080.748352
Ariyalur,63606.0,27-05-2021,8452.838012
Chengalpattu,330259.0,27-05-2021,12919.69781
Chennai,1947518.0,27-05-2021,27429.83099
Coimbatore,553201.0,27-05-2021,15930.55649
Cuddalore,181808.0,27-05-2021,6990.249454
Dharmapuri,125595.0,27-05-2021,8356.843436
Dindigul,189601.0,27-05-2021,8772.272363
Erode,201516.0,27-05-2021,8918.184039
Kallakurichi,83458.0,27-05-2021,6090.575583
Kancheepuram,115461.0,27-05-2021,9898.911266
Kanniyakumari,176584.0,27-05-2021,9477.570044
Karur,92373.0,27-05-2021,8580.162513
Krishnagiri,187299.0,27-05-2021,9942.980181
Madurai,301882.0,27-05-2021,7563.997136
Nagapattinam,86945.0,27-05-2021,5386.696603
Namakkal,205800.0,27-05-2021,27997.2955
The Nilgiris,181336.0,27-05-2021,7337.908128
Perambalur,47998.0,27-05-2021,2788.669859
Pudukkottai,125155.0,27-05-2021,22170.51572
Ramanathapuram,99475.0,27-05-2021,5184.43237
Ranipet,65153.0,27-05-2021,4871.033823
Salem,456865.0,27-05-2021,37748.79635
Sivagangai,99838.0,27-05-2021,2868.901451
Tenkasi,90646.0,27-05-2021,6758.32246
Thanjavur,195097.0,27-05-2021,13859.99274
Theni,76907.0,27-05-2021,2833.862347
Thoothukudi,124319.0,27-05-2021,9996.02793
Tiruchirapalli,291856.0,27-05-2021,17526.22574
Tirunelveli,109483.0,27-05-2021,4556.511809
Tirupathur,91673.0,27-05-2021,5273.485138
Tiruppur,198027.0,27-05-2021,17811.1947
Tiruvallur,251814.0,27-05-2021,6758.842708
Tiruvannamalai,118748.0,27-05-2021,9364.290029
Tiruvarur,75387.0,27-05-2021,3053.384718
Vellore,202792.0,27-05-2021,12562.67648
Villupuram,139564.0,27-05-2021,6668.12231
Virudhunagar,255125.0,27-05-2021,13128.38051
Ariyalur,40144.0,28-04-2021,5334.885532
Chengalpattu,235184.0,28-04-2021,9200.373673
Chennai,1422155.0,28-04-2021,20030.35211
Coimbatore,410986.0,28-04-2021,11835.18412
Cuddalore,135943.0,28-04-2021,5226.80785
Dharmapuri,83899.0,28-04-2021,5582.473884
Dindigul,131273.0,28-04-2021,6073.609896
Erode,128959.0,28-04-2021,5707.140354
Kallakurichi,53404.0,28-04-2021,3897.302816
Kancheepuram,64335.0,28-04-2021,5515.684572
Kanniyakumari,113531.0,28-04-2021,6093.405998
Karur,53216.0,28-04-2021,4943.023701
Krishnagiri,126674.0,28-04-2021,6724.633188
Madurai,216713.0,28-04-2021,5429.990895
Nagapattinam,54417.0,28-04-2021,3371.417207
Namakkal,134714.0,28-04-2021,18326.66504
The Nilgiris,128142.0,28-04-2021,5185.369829
Perambalur,32692.0,28-04-2021,1899.395705
Pudukkottai,77693.0,28-04-2021,13762.88505
Ramanathapuram,67897.0,28-04-2021,3538.651969
Ranipet,43931.0,28-04-2021,3284.413409
Salem,328599.0,28-04-2021,27150.72665
Sivagangai,63073.0,28-04-2021,1812.438362
Tenkasi,57706.0,28-04-2021,4302.404473
Thanjavur,135034.0,28-04-2021,9593.024288
Theni,56059.0,28-04-2021,2065.657083
Thoothukudi,74865.0,28-04-2021,6019.615915
Tiruchirapalli,203713.0,28-04-2021,12233.15616
Tirunelveli,68053.0,28-04-2021,2832.259786
Tirupathur,64892.0,28-04-2021,3732.909336
Tiruppur,130557.0,28-04-2021,11742.72269
Tiruvallur,170688.0,28-04-2021,4581.370949
Tiruvannamalai,78785.0,28-04-2021,6212.8675
Tiruvarur,43081.0,28-04-2021,1744.901204
Vellore,160528.0,28-04-2021,9944.481682
Villupuram,97958.0,28-04-2021,4680.26085
Virudhunagar,178986.0,28-04-2021,9210.372617
Ariyalur,66831.0,28-05-2021,8881.420262
Chengalpattu,345632.0,28-05-2021,13521.08797
Chennai,1982546.0,28-05-2021,27923.1831
Coimbatore,563463.0,28-05-2021,16226.07181
Cuddalore,186204.0,28-05-2021,7159.26917
Dharmapuri,132918.0,28-05-2021,8844.101404
Dindigul,197923.0,28-05-2021,9157.306464
Erode,207672.0,28-05-2021,9190.620674
Kallakurichi,88368.0,28-05-2021,6448.896248
Kancheepuram,122780.0,28-05-2021,10526.39701
Kanniyakumari,179441.0,28-05-2021,9630.910198
Karur,93690.0,28-05-2021,8702.493433
Krishnagiri,197902.0,28-05-2021,10505.85248
Madurai,322760.0,28-05-2021,8087.119191
Nagapattinam,93132.0,28-05-2021,5770.01355
Namakkal,212971.0,28-05-2021,28972.84752
The Nilgiris,183687.0,28-05-2021,7433.043247
Perambalur,50688.0,28-05-2021,2944.958078
Pudukkottai,130628.0,28-05-2021,23140.02739
Ramanathapuram,103970.0,28-05-2021,5418.702524
Ranipet,68948.0,28-05-2021,5154.759413
Salem,472436.0,28-05-2021,39035.36133
Sivagangai,105685.0,28-05-2021,3036.918306
Tenkasi,98057.0,28-05-2021,7310.866729
Thanjavur,204683.0,28-05-2021,14540.99701
Theni,80712.0,28-05-2021,2974.068651
Thoothukudi,131780.0,28-05-2021,10595.93916
Tiruchirapalli,306227.0,28-05-2021,18389.21773
Tirunelveli,118452.0,28-05-2021,4929.787609
Tirupathur,96194.0,28-05-2021,5533.555456
Tiruppur,212505.0,28-05-2021,19113.39327
Tiruvallur,264532.0,28-05-2021,7100.201654
Tiruvannamalai,127363.0,28-05-2021,10043.65607
Tiruvarur,82738.0,28-05-2021,3351.120814
Vellore,210250.0,28-05-2021,13024.68899
Villupuram,144274.0,28-05-2021,6893.157822
Virudhunagar,262073.0,28-05-2021,13485.915
Ariyalur,20240.0,29-03-2021,2689.768911
Chengalpattu,112329.0,29-03-2021,4394.298823
Chennai,701721.0,29-03-2021,9883.394366
Coimbatore,179560.0,29-03-2021,5170.798179
Cuddalore,67416.0,29-03-2021,2592.045769
Dharmapuri,47621.0,29-03-2021,3168.607359
Dindigul,60300.0,29-03-2021,2789.901021
Erode,63327.0,29-03-2021,2802.565755
Kallakurichi,29452.0,29-03-2021,2149.340172
Kancheepuram,33641.0,29-03-2021,2884.171053
Kanniyakumari,54595.0,29-03-2021,2930.208493
Karur,31553.0,29-03-2021,2930.833336
Krishnagiri,77613.0,29-03-2021,4120.174271
Madurai,114997.0,29-03-2021,2881.380734
Nagapattinam,28786.0,29-03-2021,1783.442963
Namakkal,74209.0,29-03-2021,10095.48737
The Nilgiris,67849.0,29-03-2021,2745.564745
Perambalur,19903.0,29-03-2021,1156.358519
Pudukkottai,39395.0,29-03-2021,6978.606263
Ramanathapuram,30469.0,29-03-2021,1587.981602
Ranipet,21443.0,29-03-2021,1603.143037
Salem,179981.0,29-03-2021,14871.05844
Sivagangai,34169.0,29-03-2021,981.8655589
Tenkasi,32866.0,29-03-2021,2450.400746
Thanjavur,71881.0,29-03-2021,5106.537456
Theni,24896.0,29-03-2021,917.3656101
Thoothukudi,34334.0,29-03-2021,2760.669109
Tiruchirapalli,104982.0,29-03-2021,6304.26728
Tirunelveli,35014.0,29-03-2021,1457.228104
Tirupathur,28422.0,29-03-2021,1634.974252
Tiruppur,60536.0,29-03-2021,5444.805417
Tiruvallur,82034.0,29-03-2021,2201.843038
Tiruvannamalai,41873.0,29-03-2021,3302.042278
Tiruvarur,20168.0,29-03-2021,816.8605063
Vellore,76871.0,29-03-2021,4762.049309
Villupuram,70206.0,29-03-2021,3354.319129
Virudhunagar,99056.0,29-03-2021,5097.285095
Ariyalur,41104.0,29-04-2021,5462.463504
Chengalpattu,242809.0,29-04-2021,9498.662882
Chennai,1450528.0,29-04-2021,20429.97183
Coimbatore,414431.0,29-04-2021,11934.38995
Cuddalore,138848.0,29-04-2021,5338.500815
Dharmapuri,84915.0,29-04-2021,5650.076519
Dindigul,133368.0,29-04-2021,6170.539293
Erode,131676.0,29-04-2021,5827.382449
Kallakurichi,54273.0,29-04-2021,3960.720465
Kancheepuram,65598.0,29-04-2021,5623.966372
Kanniyakumari,114527.0,29-04-2021,6146.863048
Karur,53701.0,29-04-2021,4988.073432
Krishnagiri,127632.0,29-04-2021,6775.489706
Madurai,220013.0,29-04-2021,5512.676151
